Name,Height,Weight,Drink,Age,PLZ,Einkommen,Kaeufer
Unbekannt,180,77,Nein,46,12679,64325,Ja
Unbekannt,158,77,Gelegentlich,51,54918,78739,Ja
Unbekannt,165,93,Gelegentlich,34,57222,108656,Nein
Unbekannt,155,63,Nein,32,74861,88346,Nein
Unbekannt,170,79,Nein,50,18764,76440,Ja
Unbekannt,195,63,Nein,49,24264,81198,Ja
Unbekannt,182,84,Gelegentlich,60,20518,91780,Nein
Unbekannt,169,107,Gelegentlich,71,50257,99081,Nein
Unbekannt,183,95,Nein,42,74531,82294,Nein
Unbekannt,182,86,Nein,49,39643,25307,Ja
Unbekannt,168,91,Nein,67,17459,38587,Nein
Unbekannt,159,63,Gelegentlich,40,36396,23325,Ja
Unbekannt,198,64,Oft,71,67981,104833,Nein
Unbekannt,176,79,Nein,64,43722,61999,Ja
Unbekannt,199,96,Nein,26,46276,95606,Nein
Unbekannt,174,96,Oft,35,50815,32051,Ja
Unbekannt,198,90,Nein,66,72229,88376,Nein
Unbekannt,191,99,Oft,32,78783,38306,Nein
Unbekannt,176,89,Gelegentlich,29,66558,91069,Nein
Unbekannt,152,78,Gelegentlich,31,46156,108551,Nein
Unbekannt,163,112,Gelegentlich,75,79327,76844,Nein
Unbekannt,173,90,Oft,62,82136,46439,Nein
Unbekannt,195,108,Gelegentlich,53,37379,54867,Ja
Unbekannt,197,105,Gelegentlich,39,81315,24163,Nein
Unbekannt,182,61,Nein,30,53834,35411,Ja
Unbekannt,174,72,Nein,64,10968,109374,Nein
Unbekannt,192,59,Nein,57,51095,85465,Ja
Unbekannt,169,64,Oft,50,60177,98390,Nein
Unbekannt,184,98,Nein,68,79261,99531,Nein
Unbekannt,168,78,Nein,57,36427,35235,Ja
Unbekannt,157,95,Nein,47,54350,99609,Ja
Unbekannt,174,61,Nein,56,49403,42070,Ja
Unbekannt,153,93,Nein,41,75194,33685,Ja
Unbekannt,178,78,Oft,26,35341,36170,Ja
Unbekannt,199,80,Gelegentlich,44,17425,92226,Nein
Unbekannt,160,100,Gelegentlich,55,73936,60248,Nein
Unbekannt,153,73,Oft,45,52079,73550,Ja
Unbekannt,173,78,Oft,33,35449,104749,Nein
Unbekannt,171,105,Nein,29,39279,69442,Ja
Unbekannt,200,107,Gelegentlich,25,72012,92564,Nein
Unbekannt,184,100,Gelegentlich,60,44017,84892,Ja
Unbekannt,188,73,Oft,64,34278,82202,Nein
Unbekannt,156,57,Nein,44,33377,41600,Ja
Unbekannt,176,65,Nein,46,80717,83951,Nein
Unbekannt,197,70,Nein,57,52042,28757,Ja
Unbekannt,185,83,Nein,73,78246,61399,Nein
Unbekannt,172,77,Nein,61,41664,89826,Ja
Unbekannt,167,58,Oft,41,19160,55947,Ja
Unbekannt,201,112,Nein,64,25298,96366,Nein
Unbekannt,189,62,Gelegentlich,61,14246,78174,Ja
Unbekannt,167,102,Gelegentlich,42,34083,27002,Ja
Unbekannt,170,109,Oft,34,70815,30293,Nein
Unbekannt,179,103,Oft,51,14639,48778,Ja
Unbekannt,188,65,Nein,68,70964,101217,Nein
Unbekannt,171,67,Nein,61,19710,93331,Nein
Unbekannt,182,76,Nein,72,71290,53765,Nein
Unbekannt,200,94,Gelegentlich,65,23300,85514,Nein
Unbekannt,194,108,Oft,59,58441,91514,Nein
Unbekannt,170,65,Nein,26,64761,60184,Ja
Unbekannt,165,108,Gelegentlich,49,58401,76765,Ja
Unbekannt,193,102,Gelegentlich,59,25701,50379,Ja
Unbekannt,176,66,Gelegentlich,64,46498,55452,Ja
Unbekannt,175,88,Gelegentlich,31,69061,34884,Ja
Unbekannt,158,60,Oft,35,31024,90744,Nein
Unbekannt,156,110,Gelegentlich,56,51156,36960,Ja
Unbekannt,166,69,Oft,28,22840,56600,Nein
Unbekannt,200,106,Oft,46,14717,78455,Ja
Unbekannt,155,92,Nein,42,67575,46269,Ja
Unbekannt,164,78,Nein,27,52502,68051,Nein
Unbekannt,169,79,Gelegentlich,48,75829,55847,Nein
Unbekannt,183,65,Nein,63,31315,78207,Ja
Unbekannt,156,57,Gelegentlich,52,56773,61327,Ja
Unbekannt,152,61,Nein,42,73583,32379,Nein
Unbekannt,167,65,Nein,68,78078,84703,Nein
Unbekannt,199,111,Nein,30,41447,103477,Nein
Unbekannt,196,65,Nein,47,12049,68848,Nein
Unbekannt,187,97,Gelegentlich,57,65165,38533,Ja
Unbekannt,184,68,Oft,29,52591,64517,Ja
Unbekannt,182,70,Gelegentlich,50,13799,74550,Nein
Unbekannt,162,84,Oft,45,61184,51955,Ja
Unbekannt,186,56,Nein,74,38273,59403,Nein
Unbekannt,160,58,Nein,52,36512,92939,Nein
Unbekannt,196,89,Gelegentlich,33,71363,95827,Nein
Unbekannt,154,105,Gelegentlich,74,33451,38071,Nein
Unbekannt,167,68,Nein,49,35858,92953,Nein
Unbekannt,194,110,Nein,54,21114,85840,Ja
Unbekannt,157,85,Oft,66,58551,66956,Ja
Unbekannt,189,93,Nein,50,65692,35935,Ja
Unbekannt,175,67,Oft,65,29424,29577,Ja
Unbekannt,166,61,Gelegentlich,35,33556,95312,Nein
Unbekannt,181,81,Gelegentlich,73,73873,92745,Nein
Unbekannt,162,73,Nein,61,33488,53948,Ja
Unbekannt,186,86,Nein,71,68339,53326,Nein
Unbekannt,166,91,Gelegentlich,68,29630,35084,Nein
Unbekannt,161,72,Gelegentlich,28,40893,49618,Ja
Unbekannt,167,74,Nein,42,35300,74471,Ja
Unbekannt,198,56,Oft,62,58904,64467,Ja
Unbekannt,184,61,Oft,30,66095,67850,Ja
Unbekannt,189,109,Nein,72,26158,69859,Ja
Unbekannt,200,66,Oft,27,17726,39816,Ja
Unbekannt,172,95,Nein,42,48669,79953,Ja
Unbekannt,166,94,Oft,35,48055,92528,Nein
Unbekannt,194,78,Nein,51,82162,80835,Ja
Unbekannt,171,99,Oft,28,71222,23101,Nein
Unbekannt,188,70,Gelegentlich,45,22023,85914,Nein
Unbekannt,183,68,Gelegentlich,69,17373,44226,Nein
Unbekannt,194,100,Nein,66,54609,45258,Ja
Unbekannt,171,104,Oft,61,19041,72111,Ja
Unbekannt,201,73,Gelegentlich,70,75163,30607,Nein
Unbekannt,167,102,Gelegentlich,50,65645,100146,Nein
Unbekannt,153,84,Oft,36,21245,26798,Ja
Unbekannt,168,75,Oft,38,79186,60458,Ja
Unbekannt,193,64,Nein,50,56392,96189,Nein
Unbekannt,192,71,Oft,61,68620,75255,Ja
Unbekannt,167,92,Gelegentlich,39,59904,69855,Ja
Unbekannt,197,60,Nein,32,22412,49918,Nein
Unbekannt,182,101,Nein,69,27459,47100,Nein
Unbekannt,155,89,Nein,54,15157,33474,Ja
Unbekannt,185,98,Gelegentlich,51,33754,29542,Ja
Unbekannt,169,92,Oft,46,36043,107941,Ja
Unbekannt,159,110,Oft,44,44231,101273,Ja
Unbekannt,153,111,Oft,73,64781,72485,Nein
Unbekannt,192,95,Nein,73,13067,98008,Nein
Unbekannt,195,63,Nein,43,65361,54938,Ja
Unbekannt,152,102,Nein,60,16860,63484,Ja
Unbekannt,163,97,Gelegentlich,48,59371,33782,Ja
Unbekannt,154,108,Nein,52,71445,51581,Nein
Unbekannt,169,61,Gelegentlich,49,30467,73107,Ja
Unbekannt,170,99,Gelegentlich,68,67686,66980,Nein
Unbekannt,186,77,Oft,74,16300,93025,Nein
Unbekannt,173,83,Gelegentlich,59,20194,33570,Ja
Unbekannt,195,87,Gelegentlich,37,55206,94794,Nein
Unbekannt,161,62,Oft,58,19009,44496,Ja
Unbekannt,156,61,Oft,52,26709,51160,Ja
Unbekannt,163,87,Nein,49,56704,48123,Nein
Unbekannt,182,61,Nein,35,18602,90102,Nein
Unbekannt,181,64,Nein,61,14739,107324,Nein
Unbekannt,178,106,Nein,35,53859,107509,Nein
Unbekannt,184,71,Nein,57,59972,91908,Nein
Unbekannt,189,104,Nein,51,68518,53479,Ja
Unbekannt,166,58,Nein,69,20583,97067,Nein
Unbekannt,166,86,Nein,69,25186,109978,Nein
Unbekannt,177,97,Oft,25,68229,70685,Ja
Unbekannt,187,56,Gelegentlich,67,66250,42549,Nein
Unbekannt,197,100,Oft,68,80768,43700,Nein
Unbekannt,167,79,Gelegentlich,42,16036,69923,Ja
Unbekannt,162,67,Nein,53,81564,70343,Nein
Unbekannt,157,93,Nein,39,61506,45815,Ja
Unbekannt,167,108,Nein,40,63340,23278,Ja
Unbekannt,153,73,Gelegentlich,73,27237,33745,Ja
Unbekannt,167,107,Nein,32,71103,58184,Nein
Unbekannt,156,77,Oft,59,54684,25568,Ja
Unbekannt,180,86,Nein,49,62077,33141,Ja
Unbekannt,195,90,Gelegentlich,73,68652,96093,Nein
Unbekannt,196,80,Nein,64,26482,77221,Ja
Unbekannt,178,63,Nein,66,76740,95585,Nein
Unbekannt,189,93,Oft,62,77771,41855,Ja
Unbekannt,172,99,Nein,31,64158,101858,Nein
Unbekannt,152,85,Nein,61,43759,100282,Nein
Unbekannt,161,91,Nein,67,34017,85736,Nein
Unbekannt,162,74,Nein,30,69301,96039,Nein
Unbekannt,179,89,Nein,32,29737,97653,Ja
Unbekannt,155,105,Oft,28,21504,104701,Nein
Unbekannt,172,107,Gelegentlich,72,23099,34739,Nein
Unbekannt,180,72,Nein,72,30329,90422,Nein
Unbekannt,193,89,Oft,36,55987,89497,Ja
Unbekannt,185,79,Gelegentlich,68,19785,25064,Nein
Unbekannt,192,88,Oft,39,68814,61703,Ja
Unbekannt,155,99,Nein,40,71875,63766,Nein
Unbekannt,180,89,Nein,25,72060,25395,Nein
Unbekannt,156,79,Nein,50,34089,102430,Nein
Unbekannt,187,107,Gelegentlich,50,25129,65373,Ja
Unbekannt,167,65,Gelegentlich,70,74600,69858,Nein
Unbekannt,185,64,Nein,26,19635,83282,Ja
Unbekannt,195,90,Nein,61,49381,69944,Ja
Unbekannt,151,102,Oft,27,22293,107847,Nein
Unbekannt,172,77,Nein,49,66518,72500,Ja
Unbekannt,168,83,Nein,64,56219,37148,Ja
Unbekannt,190,71,Gelegentlich,69,65605,68387,Nein
Unbekannt,190,68,Gelegentlich,44,27035,50149,Ja
Unbekannt,184,89,Gelegentlich,63,12047,46953,Ja
Unbekannt,171,101,Gelegentlich,31,10641,54606,Ja
Unbekannt,163,80,Nein,52,77124,88808,Nein
Unbekannt,157,84,Gelegentlich,64,47352,39220,Ja
Unbekannt,161,94,Gelegentlich,57,28076,58048,Nein
Unbekannt,182,99,Nein,71,52443,102202,Nein
Unbekannt,181,85,Gelegentlich,54,55052,23030,Nein
Unbekannt,199,92,Nein,69,10396,53406,Nein
Unbekannt,177,62,Oft,27,30410,61865,Ja
Unbekannt,198,68,Nein,44,13474,45202,Ja
Unbekannt,163,83,Nein,66,39710,107790,Nein
Unbekannt,179,91,Nein,25,49587,51340,Nein
Unbekannt,155,105,Gelegentlich,73,17908,86942,Nein
Unbekannt,192,66,Oft,67,80876,101367,Ja
Unbekannt,160,95,Oft,47,60752,63148,Nein
Unbekannt,179,87,Oft,39,32773,48956,Ja
Unbekannt,192,108,Nein,38,49352,59125,Nein
Unbekannt,198,89,Nein,46,67964,85900,Ja
Unbekannt,183,109,Gelegentlich,40,79138,109827,Nein
Unbekannt,161,105,Nein,67,37403,53757,Nein
Unbekannt,155,77,Gelegentlich,33,60650,93962,Nein
Unbekannt,169,81,Gelegentlich,27,38541,105878,Nein
Unbekannt,200,69,Nein,75,14192,54630,Nein
Unbekannt,165,84,Oft,32,38545,53690,Ja
Unbekannt,162,102,Gelegentlich,64,45737,32209,Ja
Unbekannt,158,65,Nein,70,18976,42445,Nein
Unbekannt,196,107,Oft,49,54485,64089,Ja
Unbekannt,173,104,Nein,50,43077,48682,Ja
Unbekannt,179,61,Nein,35,39314,98128,Nein
Unbekannt,152,109,Oft,39,18704,70708,Ja
Unbekannt,175,110,Oft,58,15081,31780,Ja
Unbekannt,193,109,Nein,63,70314,70091,Nein
Unbekannt,154,74,Gelegentlich,47,77378,77613,Nein
Unbekannt,167,67,Gelegentlich,56,60175,46152,Ja
Unbekannt,170,75,Nein,67,34121,98927,Nein
Unbekannt,187,100,Gelegentlich,64,26800,81837,Ja
Unbekannt,199,104,Gelegentlich,73,26598,36298,Ja
Unbekannt,200,110,Nein,39,13746,71188,Ja
Unbekannt,182,69,Nein,42,13651,108522,Nein
Unbekannt,194,102,Nein,41,42098,42400,Ja
Unbekannt,165,98,Oft,34,36297,54024,Nein
Unbekannt,170,75,Nein,35,75388,44506,Nein
Unbekannt,163,83,Oft,32,66923,56824,Ja
Unbekannt,200,110,Nein,68,12494,85386,Nein
Unbekannt,151,61,Nein,60,54588,93862,Ja
Unbekannt,186,94,Gelegentlich,60,25221,101256,Nein
Unbekannt,170,78,Gelegentlich,26,78660,60531,Ja
Unbekannt,187,78,Nein,56,51658,29571,Ja
Unbekannt,157,111,Nein,71,76533,49564,Ja
Unbekannt,155,85,Nein,45,63251,31651,Ja
Unbekannt,179,93,Nein,31,12935,32110,Ja
Unbekannt,196,63,Oft,37,41619,107701,Nein
Unbekannt,182,91,Oft,34,24999,100669,Nein
Unbekannt,191,62,Nein,36,68798,78258,Ja
Unbekannt,153,58,Nein,53,11848,79243,Ja
Unbekannt,182,87,Nein,72,44664,99324,Ja
Unbekannt,169,65,Oft,74,59678,67703,Ja
Unbekannt,158,100,Oft,26,82569,72557,Nein
Unbekannt,157,64,Nein,32,66268,84734,Ja
Unbekannt,153,100,Nein,46,10052,75252,Nein
Unbekannt,171,79,Nein,29,75146,109950,Nein
Unbekannt,200,74,Gelegentlich,29,49830,85630,Ja
Unbekannt,196,78,Gelegentlich,60,60903,70459,Ja
Unbekannt,181,106,Gelegentlich,61,29006,79939,Nein
Unbekannt,171,93,Nein,28,45566,102053,Nein
Unbekannt,152,101,Nein,74,48171,40687,Nein
Unbekannt,190,104,Oft,62,11805,88412,Ja
Unbekannt,186,106,Nein,57,33119,53644,Ja
Unbekannt,153,109,Nein,35,76232,95226,Nein
Unbekannt,188,92,Oft,67,42175,40874,Nein
Unbekannt,192,77,Nein,55,73961,85961,Nein
Unbekannt,154,109,Nein,25,65129,72028,Ja
Unbekannt,175,68,Nein,52,67194,36558,Ja
Unbekannt,201,99,Nein,51,78989,108230,Nein
Unbekannt,170,106,Oft,63,82237,45547,Nein
Unbekannt,186,83,Nein,58,30142,92014,Nein
Unbekannt,162,76,Nein,71,53918,64459,Nein
Unbekannt,176,68,Nein,55,48921,108805,Ja
Unbekannt,154,69,Gelegentlich,65,81244,99015,Nein
Unbekannt,153,70,Nein,54,79672,88786,Nein
Unbekannt,175,85,Oft,50,32034,99106,Nein
Unbekannt,166,66,Nein,41,64292,26004,Ja
Unbekannt,154,93,Nein,31,58927,72393,Ja
Unbekannt,186,65,Nein,36,38190,99425,Nein
Unbekannt,167,79,Gelegentlich,28,82444,85925,Nein
Unbekannt,190,99,Nein,58,32542,37198,Ja
Unbekannt,160,71,Oft,52,46695,71338,Ja
Unbekannt,152,70,Oft,28,63561,72499,Ja
Unbekannt,190,99,Gelegentlich,34,23170,63072,Ja
Unbekannt,172,85,Nein,46,23970,65912,Ja
Unbekannt,175,109,Gelegentlich,60,49161,98939,Nein
Unbekannt,163,83,Oft,34,82981,38418,Nein
Unbekannt,170,75,Nein,64,18499,47654,Ja
Unbekannt,193,98,Nein,38,27813,80646,Ja
Unbekannt,195,90,Nein,43,41626,49701,Ja
Unbekannt,163,91,Gelegentlich,68,21713,100281,Nein
Unbekannt,186,90,Nein,72,66594,71184,Nein
Unbekannt,164,95,Gelegentlich,37,14780,68814,Nein
Unbekannt,173,90,Nein,66,53425,72519,Nein
Unbekannt,156,98,Nein,51,28437,97892,Nein
Unbekannt,166,93,Gelegentlich,48,38237,42836,Nein
Unbekannt,199,110,Gelegentlich,44,27161,69508,Ja
Unbekannt,172,84,Gelegentlich,61,61617,33658,Ja
Unbekannt,197,65,Gelegentlich,35,24011,60776,Ja
Unbekannt,182,79,Oft,56,45627,73760,Ja
Unbekannt,186,79,Nein,64,69204,24909,Ja
Unbekannt,179,63,Nein,45,63807,65005,Ja
Unbekannt,170,73,Gelegentlich,32,36423,106312,Ja
Unbekannt,174,94,Gelegentlich,54,49563,64321,Ja
Unbekannt,196,62,Nein,54,23474,35701,Ja
Unbekannt,185,107,Oft,44,65412,93410,Nein
Unbekannt,157,105,Nein,41,74571,36394,Nein
Unbekannt,169,62,Nein,36,24752,70589,Ja
Unbekannt,193,94,Nein,68,45883,102923,Nein
Unbekannt,165,81,Nein,30,15157,107360,Nein
Unbekannt,173,103,Gelegentlich,57,21446,83055,Ja
Unbekannt,167,67,Nein,34,16689,93608,Nein
Unbekannt,157,93,Nein,62,16344,93400,Nein
Unbekannt,183,86,Oft,50,62228,48500,Ja
Unbekannt,186,83,Nein,26,10778,108414,Nein
Unbekannt,198,73,Gelegentlich,30,18777,94739,Nein
Unbekannt,190,109,Nein,65,22872,53233,Ja
Unbekannt,167,60,Gelegentlich,42,24087,41215,Ja
Unbekannt,181,75,Nein,41,19446,41745,Ja
Unbekannt,158,85,Oft,58,27534,49957,Ja
Unbekannt,151,112,Oft,45,34504,26957,Ja
Unbekannt,172,65,Nein,52,39921,70206,Ja
Unbekannt,196,66,Nein,44,27348,67708,Ja
Unbekannt,159,65,Nein,54,17481,99167,Nein
Unbekannt,167,72,Oft,62,81425,40239,Nein
Unbekannt,199,97,Gelegentlich,37,74245,54756,Nein
Unbekannt,199,93,Nein,31,77760,54687,Nein
Unbekannt,194,65,Oft,28,22702,43706,Ja
Unbekannt,196,58,Oft,69,58513,48350,Nein
Unbekannt,168,108,Nein,49,21277,67460,Nein
Unbekannt,195,98,Nein,74,37540,68413,Nein
Unbekannt,164,90,Gelegentlich,28,49928,70336,Ja
Unbekannt,190,76,Nein,47,72297,53556,Nein
Unbekannt,179,91,Nein,53,55107,85382,Ja
Unbekannt,154,79,Gelegentlich,34,47539,66497,Ja
Unbekannt,181,92,Gelegentlich,69,80514,64035,Ja
Unbekannt,189,87,Nein,61,11724,68504,Nein
Unbekannt,199,67,Nein,42,61457,78178,Ja
Unbekannt,154,61,Gelegentlich,30,11437,72610,Ja
Unbekannt,162,97,Nein,47,15379,62861,Ja
Unbekannt,188,85,Nein,57,51155,31169,Ja
Unbekannt,185,85,Gelegentlich,70,54944,32062,Nein
Unbekannt,179,57,Gelegentlich,55,22865,38640,Ja
Unbekannt,158,82,Oft,38,76941,53914,Nein
Unbekannt,199,84,Gelegentlich,73,50162,102760,Nein
Unbekannt,201,70,Oft,34,20576,46881,Ja
Unbekannt,166,103,Nein,61,60424,42458,Ja
Unbekannt,154,108,Nein,37,70969,108367,Nein
Unbekannt,199,111,Nein,48,16653,106542,Nein
Unbekannt,172,93,Nein,65,62771,95623,Nein
Unbekannt,162,70,Oft,74,23480,109930,Nein
Unbekannt,167,83,Gelegentlich,58,40731,73954,Ja
Unbekannt,198,92,Gelegentlich,67,49445,31292,Nein
Unbekannt,200,59,Gelegentlich,54,80662,57628,Nein
Unbekannt,155,61,Nein,38,17801,31348,Ja
Unbekannt,199,67,Nein,48,10510,95005,Nein
Unbekannt,182,69,Nein,49,62926,79168,Ja
Unbekannt,191,99,Gelegentlich,68,71147,105683,Nein
Unbekannt,198,56,Oft,27,65068,31100,Nein
Unbekannt,155,59,Nein,50,81920,67216,Nein
Unbekannt,199,102,Gelegentlich,50,70306,100298,Ja
Unbekannt,163,64,Nein,29,23150,84587,Ja
Unbekannt,162,74,Nein,36,65796,100850,Nein
Unbekannt,156,67,Nein,74,71521,77671,Nein
Unbekannt,178,66,Oft,51,37135,23394,Ja
Unbekannt,164,66,Gelegentlich,28,17392,35223,Ja
Unbekannt,193,110,Oft,70,15272,102949,Nein
Unbekannt,156,87,Nein,50,46975,65592,Ja
Unbekannt,191,99,Nein,51,62345,32030,Ja
Unbekannt,179,103,Oft,68,79043,50529,Ja
Unbekannt,151,83,Gelegentlich,51,26025,62324,Ja
Unbekannt,178,57,Nein,30,14361,68074,Nein
Unbekannt,162,74,Nein,55,68192,25558,Ja
Unbekannt,180,68,Nein,42,43733,97707,Nein
Unbekannt,174,105,Oft,32,31011,25840,Ja
Unbekannt,185,77,Gelegentlich,51,80845,28034,Nein
Unbekannt,163,74,Oft,60,54292,90790,Nein
Unbekannt,198,87,Nein,64,64856,38643,Ja
Unbekannt,185,68,Nein,57,10915,71701,Ja
Unbekannt,198,62,Nein,48,39197,86348,Ja
Unbekannt,172,71,Oft,44,48565,88993,Ja
Unbekannt,192,78,Oft,40,19138,102606,Nein
Unbekannt,173,95,Oft,39,35095,33773,Ja
Unbekannt,189,80,Gelegentlich,75,68420,76006,Nein
Unbekannt,151,89,Oft,54,63396,72326,Ja
Unbekannt,201,73,Oft,53,29448,32981,Ja
Unbekannt,155,97,Nein,73,69256,89370,Nein
Unbekannt,159,75,Nein,59,14563,103026,Nein
Unbekannt,177,111,Oft,34,18029,108675,Nein
Unbekannt,190,79,Oft,46,19788,92152,Nein
Unbekannt,169,83,Nein,57,46086,67943,Ja
Unbekannt,166,92,Nein,61,40767,93101,Nein
Unbekannt,159,99,Nein,25,29608,68548,Ja
Unbekannt,196,71,Nein,63,33985,96911,Nein
Unbekannt,165,66,Nein,50,34729,48240,Ja
Unbekannt,168,111,Nein,68,18035,47266,Nein
Unbekannt,153,101,Nein,28,49651,102884,Nein
Unbekannt,161,74,Nein,59,56352,27035,Ja
Unbekannt,177,75,Oft,29,30391,104672,Nein
Unbekannt,163,68,Nein,36,60947,84631,Ja
Unbekannt,181,94,Nein,44,37055,95614,Ja
Unbekannt,192,67,Gelegentlich,52,60282,105040,Nein
Unbekannt,170,72,Oft,30,57294,66008,Ja
Unbekannt,190,92,Nein,54,33035,58989,Ja
Unbekannt,187,62,Nein,66,22934,87910,Nein
Unbekannt,201,61,Gelegentlich,58,14801,83570,Ja
Unbekannt,152,98,Oft,61,12249,30583,Ja
Unbekannt,184,75,Oft,38,21307,108903,Nein
Unbekannt,178,91,Gelegentlich,66,52199,104811,Nein
Unbekannt,199,83,Nein,47,82724,70034,Nein
Unbekannt,186,98,Nein,34,13749,37397,Ja
Unbekannt,174,91,Gelegentlich,57,80438,46116,Nein
Unbekannt,166,73,Oft,37,35924,23700,Ja
Unbekannt,172,108,Nein,49,76044,54382,Nein
Unbekannt,171,83,Gelegentlich,55,20782,36279,Nein
Unbekannt,156,62,Oft,34,11855,66444,Ja
Unbekannt,175,102,Nein,70,52293,67881,Nein
Unbekannt,190,107,Gelegentlich,41,53753,105811,Nein
Unbekannt,175,91,Gelegentlich,72,49494,27165,Nein
Unbekannt,167,75,Oft,70,54305,62433,Nein
Unbekannt,170,87,Oft,43,39834,26894,Ja
Unbekannt,186,61,Oft,38,27572,26836,Ja
Unbekannt,196,76,Gelegentlich,26,40598,34666,Ja
Unbekannt,189,108,Nein,39,36085,31062,Ja
Unbekannt,158,103,Gelegentlich,51,10573,91823,Nein
Unbekannt,157,67,Nein,26,11148,40498,Ja
Unbekannt,156,101,Oft,25,34579,42407,Ja
Unbekannt,165,71,Gelegentlich,40,67363,100970,Nein
Unbekannt,153,92,Gelegentlich,33,75666,43198,Ja
Unbekannt,159,87,Nein,46,32653,91743,Nein
Unbekannt,199,88,Nein,72,57020,33689,Nein
Unbekannt,160,104,Gelegentlich,59,77805,98900,Ja
Unbekannt,174,62,Gelegentlich,37,10574,54521,Ja
Unbekannt,187,105,Gelegentlich,73,81045,76899,Nein
Unbekannt,176,97,Nein,55,27763,85599,Ja
Unbekannt,179,81,Oft,60,28791,45410,Ja
Unbekannt,189,68,Oft,51,65366,75791,Ja
Unbekannt,199,65,Gelegentlich,55,81256,53440,Nein
Unbekannt,171,97,Oft,37,12169,42953,Ja
Unbekannt,184,73,Nein,42,10708,105381,Nein
Unbekannt,154,88,Gelegentlich,45,56004,27960,Ja
Unbekannt,196,87,Oft,61,14683,37699,Ja
Unbekannt,195,96,Oft,40,57765,105330,Nein
Unbekannt,201,111,Nein,56,62289,31127,Ja
Unbekannt,170,83,Nein,56,34273,93688,Nein
Unbekannt,168,98,Nein,40,35872,65391,Ja
Unbekannt,186,86,Nein,27,11726,107282,Nein
Unbekannt,182,112,Gelegentlich,74,58249,86505,Nein
Unbekannt,194,63,Oft,71,73218,104933,Ja
Unbekannt,198,109,Nein,36,57830,34093,Ja
Unbekannt,200,63,Nein,62,13358,79705,Ja
Unbekannt,196,63,Nein,67,70659,40245,Ja
Unbekannt,153,107,Nein,30,46986,55385,Ja
Unbekannt,155,109,Gelegentlich,72,80588,51930,Ja
Unbekannt,169,93,Nein,32,71394,63863,Nein
Unbekannt,156,87,Nein,43,56617,72327,Ja
Unbekannt,171,65,Nein,67,50791,69190,Nein
Unbekannt,188,95,Oft,72,55809,84911,Nein
Unbekannt,195,79,Oft,74,73626,42403,Nein
Unbekannt,167,89,Nein,64,63530,63837,Ja
Unbekannt,196,111,Oft,66,68311,84749,Nein
Unbekannt,183,57,Gelegentlich,56,77961,85264,Nein
Unbekannt,172,91,Nein,29,48044,25958,Ja
Unbekannt,192,64,Gelegentlich,73,34768,35407,Nein
Unbekannt,200,101,Nein,43,19733,36919,Ja
Unbekannt,170,61,Oft,25,42338,25644,Ja
Unbekannt,175,74,Gelegentlich,63,78872,84301,Nein
Unbekannt,182,70,Nein,52,78316,83527,Ja
Unbekannt,171,60,Oft,28,79750,53818,Nein
Unbekannt,182,71,Oft,67,70734,43254,Nein
Unbekannt,181,85,Nein,45,29213,37138,Ja
Unbekannt,191,78,Nein,29,23033,107205,Nein
Unbekannt,181,56,Nein,65,66734,72329,Ja
Unbekannt,165,63,Oft,44,64714,31229,Ja
Unbekannt,174,107,Oft,74,42450,29921,Ja
Unbekannt,173,71,Gelegentlich,68,42300,93709,Nein
Unbekannt,169,98,Gelegentlich,38,43936,69819,Ja
Unbekannt,197,111,Nein,28,51412,87489,Ja
Unbekannt,168,88,Gelegentlich,59,45075,102461,Nein
Unbekannt,178,83,Gelegentlich,51,10833,108597,Nein
Unbekannt,161,63,Nein,69,68420,40757,Nein
Unbekannt,176,87,Oft,68,45544,109782,Nein
Unbekannt,159,95,Nein,47,60950,109352,Nein
Unbekannt,177,96,Gelegentlich,53,37212,98905,Nein
Unbekannt,187,70,Nein,33,20055,66618,Ja
Unbekannt,166,84,Nein,45,78193,82750,Ja
Unbekannt,181,87,Nein,45,14732,59196,Ja
Unbekannt,193,81,Oft,43,36038,43980,Ja
Unbekannt,196,93,Nein,27,23474,82334,Ja
Unbekannt,190,108,Oft,63,78916,55869,Nein
Unbekannt,162,93,Oft,72,43476,45408,Ja
Unbekannt,183,65,Nein,73,48457,81776,Nein
Unbekannt,187,69,Nein,55,40782,25186,Nein
Unbekannt,151,78,Nein,41,11184,100716,Nein
Unbekannt,181,74,Nein,72,57364,59245,Ja
Unbekannt,198,88,Gelegentlich,58,76523,51115,Nein
Unbekannt,155,111,Nein,65,75387,98781,Nein
Unbekannt,162,71,Nein,41,36139,48618,Ja
Unbekannt,197,88,Nein,55,76806,67796,Nein
Unbekannt,161,72,Nein,31,13125,85775,Ja
Unbekannt,166,107,Nein,48,38514,75281,Ja
Unbekannt,185,62,Nein,68,28664,51373,Nein
Unbekannt,162,83,Nein,27,30852,68656,Ja
Unbekannt,174,101,Gelegentlich,39,40605,40456,Ja
Unbekannt,177,102,Gelegentlich,59,76543,63792,Nein
Unbekannt,172,77,Nein,42,20619,66219,Ja
Unbekannt,176,72,Gelegentlich,69,70347,57727,Nein
Unbekannt,160,77,Nein,28,42519,86827,Ja
Unbekannt,156,111,Oft,45,67162,39492,Ja
Unbekannt,198,80,Nein,32,82999,107555,Nein
Unbekannt,157,102,Oft,65,28437,96723,Nein
Unbekannt,168,60,Nein,47,62326,40903,Ja
